-----------------------------------------------------------
hostname       = node14
SLURM_JOBID    = 26294675
candidate      = v005
datasets       = T1,T2,UDG,BHOSLIB,DIMACS,DIMACS10,NDR,SNAP
seeds          = 1,2,3
cutoff         = 20
-----------------------------------------------------------
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_50_1000_0.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_50_1000_0.wclq__deep-v6__controller_rep1__s2.out', 'parse_ok': True, 'V': 50, 'E': 1000, 'first_lb': 28, 'best_lb': 28, 'lb_gain': 0, 'first_ub': 40, 'verified_ub': 40, 'ub_gain': 0, 'absolute_gap': 12, 'relative_gap': 0.42857142857142855, 'solver_certified_opt': 0, 'n_rounds': 85}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_250_250_8.wclq__fast-v19__controller_rep2__s102.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_250_250_8.wclq__fast-v19__dbs_rep1__s3.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_250_250_8.wclq__fast-v19__controller_rep1__s3.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_250_250_8.wclq__fast-v19__dbs_rep2__s103.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_250_250_8.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_250_250_8.wclq__fast-v19__controller_rep2__s103.out', 'parse_ok': True, 'V': 250, 'E': 250, 'first_lb': 306, 'best_lb': 306, 'lb_gain': 0, 'first_ub': 306, 'verified_ub': 306, 'ub_gain': 0, 'absolute_gap': 0, 'relative_gap': 0.0, 'solver_certified_opt': 1, 'n_rounds': 1}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__deep-v6__dbs_rep1__s3.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10318, 'best_lb': 10361, 'lb_gain': 43, 'first_ub': 11342, 'verified_ub': 10778, 'ub_gain': 564, 'absolute_gap': 417, 'relative_gap': 0.04024708039764501, 'solver_certified_opt': 0, 'n_rounds': 29}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10318, 'best_lb': 10364, 'lb_gain': 46, 'first_ub': 11342, 'verified_ub': 10774, 'ub_gain': 568, 'absolute_gap': 410, 'relative_gap': 0.039560015438054805, 'solver_certified_opt': 0, 'n_rounds': 29}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__deep-v6__dbs_rep2__s103.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10318, 'best_lb': 10396, 'lb_gain': 78, 'first_ub': 11342, 'verified_ub': 10778, 'ub_gain': 564, 'absolute_gap': 382, 'relative_gap': 0.03674490188534051, 'solver_certified_opt': 0, 'n_rounds': 28}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__deep-v6__controller_rep2__s103.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10318, 'best_lb': 10399, 'lb_gain': 81, 'first_ub': 11342, 'verified_ub': 10774, 'ub_gain': 568, 'absolute_gap': 375, 'relative_gap': 0.036061159726896816, 'solver_certified_opt': 0, 'n_rounds': 28}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__fast-v19__controller_rep2__s101.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10786, 'ub_gain': 639, 'absolute_gap': 535, 'relative_gap': 0.052190030240952104, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__fast-v19__dbs_rep2__s101.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10787, 'ub_gain': 638, 'absolute_gap': 536, 'relative_gap': 0.05228758169934641, 'solver_certified_opt': 0, 'n_rounds': 21}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__fast-v19__dbs_rep1__s1.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10787, 'ub_gain': 638, 'absolute_gap': 536, 'relative_gap': 0.05228758169934641, 'solver_certified_opt': 0, 'n_rounds': 21}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__fast-v19__controller_rep1__s2.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10783, 'ub_gain': 642, 'absolute_gap': 532, 'relative_gap': 0.051897375865769195, 'solver_certified_opt': 0, 'n_rounds': 18}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__fast-v19__dbs_rep1__s2.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10785, 'ub_gain': 640, 'absolute_gap': 534, 'relative_gap': 0.0520924787825578, 'solver_certified_opt': 0, 'n_rounds': 19}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__fast-v19__controller_rep1__s1.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10787, 'ub_gain': 638, 'absolute_gap': 536, 'relative_gap': 0.05228758169934641, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__fast-v19__dbs_rep2__s102.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10784, 'ub_gain': 641, 'absolute_gap': 533, 'relative_gap': 0.0519949273241635, 'solver_certified_opt': 0, 'n_rounds': 19}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__fast-v19__dbs_rep1__s3.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10786, 'ub_gain': 639, 'absolute_gap': 535, 'relative_gap': 0.052190030240952104, 'solver_certified_opt': 0, 'n_rounds': 19}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__fast-v19__controller_rep1__s3.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10784, 'ub_gain': 641, 'absolute_gap': 533, 'relative_gap': 0.0519949273241635, 'solver_certified_opt': 0, 'n_rounds': 19}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__fast-v19__controller_rep2__s103.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10786, 'ub_gain': 639, 'absolute_gap': 535, 'relative_gap': 0.052190030240952104, 'solver_certified_opt': 0, 'n_rounds': 20}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__fast-v19__dbs_rep2__s103.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10787, 'ub_gain': 638, 'absolute_gap': 536, 'relative_gap': 0.05228758169934641, 'solver_certified_opt': 0, 'n_rounds': 21}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T1', 'instance': 'T1_1000_1000_2.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T1__T1_1000_1000_2.wclq__fast-v19__controller_rep2__s102.out', 'parse_ok': True, 'V': 1000, 'E': 1000, 'first_lb': 10251, 'best_lb': 10251, 'lb_gain': 0, 'first_ub': 11425, 'verified_ub': 10785, 'ub_gain': 640, 'absolute_gap': 534, 'relative_gap': 0.0520924787825578, 'solver_certified_opt': 0, 'n_rounds': 19}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__deep-v6__dbs_rep1__s1.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 509, 'lb_gain': 6, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 89, 'relative_gap': 0.17485265225933203, 'solver_certified_opt': 0, 'n_rounds': 48}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__deep-v6__controller_rep2__s101.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 45}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__deep-v6__dbs_rep2__s101.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 45}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__deep-v6__controller_rep1__s1.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 509, 'lb_gain': 6, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 89, 'relative_gap': 0.17485265225933203, 'solver_certified_opt': 0, 'n_rounds': 46}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__deep-v6__dbs_rep1__s2.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 509, 'lb_gain': 6, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 89, 'relative_gap': 0.17485265225933203, 'solver_certified_opt': 0, 'n_rounds': 47}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__deep-v6__controller_rep1__s2.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 45}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__deep-v6__controller_rep2__s102.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 46}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 2, 'actual_seed': 102, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__deep-v6__dbs_rep2__s102.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 509, 'lb_gain': 6, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 89, 'relative_gap': 0.17485265225933203, 'solver_certified_opt': 0, 'n_rounds': 47}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__deep-v6__dbs_rep1__s3.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 46}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 3, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__deep-v6__controller_rep1__s3.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 509, 'lb_gain': 6, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 89, 'relative_gap': 0.17485265225933203, 'solver_certified_opt': 0, 'n_rounds': 49}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__deep-v6__dbs_rep2__s103.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 505, 'lb_gain': 2, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 93, 'relative_gap': 0.18415841584158416, 'solver_certified_opt': 0, 'n_rounds': 46}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'deep-v6', 'logical_seed': 3, 'actual_seed': 103, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__deep-v6__controller_rep2__s103.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 44}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__fast-v19__dbs_rep1__s1.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 41}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'dbs_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__fast-v19__dbs_rep2__s101.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 41}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 1, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__fast-v19__controller_rep1__s1.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 41}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 1, 'actual_seed': 101, 'rep': 2, 'mode': 'controller_rep2', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__fast-v19__controller_rep2__s101.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 41}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'dbs_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__fast-v19__dbs_rep1__s2.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 41}
{'candidate': 'v005', 'controller_label': 'online_safe', 'family': 'T2', 'instance': 'T2_150_2000_1.wclq', 'solver': 'fast-v19', 'logical_seed': 2, 'actual_seed': 2, 'rep': 1, 'mode': 'controller_rep1', 'cutoff': 20, 'alpha': 90, 'exit_code': 0, 'raw_output': '../sumup/result/v005/raw/v005__T2__T2_150_2000_1.wclq__fast-v19__controller_rep1__s2.out', 'parse_ok': True, 'V': 150, 'E': 2000, 'first_lb': 503, 'best_lb': 503, 'lb_gain': 0, 'first_ub': 598, 'verified_ub': 598, 'ub_gain': 0, 'absolute_gap': 95, 'relative_gap': 0.18886679920477137, 'solver_certified_opt': 0, 'n_rounds': 41}
